objid,specobjid,class,run,rerun,camcol,field,ra,dec,redshift,dered_u,deVRad_u,psffwhm_u,extinction_u,dered_g,deVRad_g,psffwhm_g,extinction_g,dered_r,deVRad_r,psffwhm_r,extinction_r,dered_i,deVRad_i,psffwhm_i,extinction_i,dered_z,deVRad_z,psffwhm_z,extinction_z,u_g,g_r,r_i,i_z,set,pred_class,prob_gal,prob_star
1237678907869036974,12474113491102617600,STAR,7784,301,6,391,29.6900011059889,9.97358055710638,0.0001930853,22.2315,0.03093459,1.580277,0.400529,22.47161,0.1894825,1.555873,0.3120895,21.83277,0.3664143,1.420657,0.2159021,20.24846,0.05947923,1.397547,0.1604384,19.41042,9.716311e-05,1.294576,0.1193367,-0.1516666,0.7350254,1.639767,0.8791447,TEST,STAR,0.07954223,0.92045784
1237661381703697192,9932782298796937216,STAR,3704,301,1,171,159.639265032987,38.3987966773365,4.986259e-05,24.67336,0.004793815,1.218433,0.07527697,23.37956,0.200668,1.012788,0.0586553,22.09964,0.2354515,1.106529,0.04057747,20.82272,0.07536765,1.031158,0.03015341,20.21049,0.2619982,0.9985791,0.02242859,1.310419,1.298,1.28734,0.6199589,TEST,GALAXY,0.8816808,0.11831926
1237658800955654824,9196484696816766976,STAR,3103,301,2,25,153.625270171744,49.8559737289773,1.481952e-05,23.7065,0.07863792,1.431283,0.0397507,23.01194,0.2276293,1.223547,0.03097347,22.14666,0.1519924,1.315271,0.02142731,20.40794,4.06565e-05,1.06747,0.01592278,19.42289,0.1795475,1.128515,0.01184363,0.7033386,0.8748283,1.744223,0.98913,TEST,STAR,0.0057296194,0.99427044
1237665098466198331,12811653114680856576,STAR,4569,301,4,250,148.834331968419,29.9180689904176,4.227713e-05,26.35975,0.0005045977,1.239598,0.06775096,23.35821,1.314386,1.304604,0.05279109,21.97062,0.001080333,1.105009,0.03652063,20.59604,0.2714153,1.05118,0.02713874,19.61764,0.388458,1.101806,0.02018624,3.016499,1.403862,1.383963,0.9853477,TEST,STAR,0.140161,0.85983896
1237659330318566320,12289440338909876224,STAR,3226,301,4,150,252.698611842836,33.4769864633257,6.788355e-05,26.0221,0.03125069,1.542501,0.09193315,24.34296,0.000199885,1.353429,0.07163369,22.11832,0.1220294,1.202044,0.04955585,20.61179,0.08310179,1.180179,0.03682531,19.81766,0.2646462,1.229362,0.02739127,1.699438,2.246723,1.519262,0.8035603,TEST,STAR,0.4777866,0.52221346
1237664673788068801,4468963450866126848,STAR,4470,301,5,48,190.93147112787,37.8328611099094,3.26462e-05,25.17286,0.004757105,1.233015,0.06371514,23.57511,0.8932958,1.184661,0.04964641,22.35317,0.0005959788,1.082733,0.03434516,19.96508,0.08804927,1.009974,0.02552213,18.48383,0.0001384191,0.9896326,0.01898378,1.61182,1.23724,2.396914,1.487783,TEST,STAR,0.0054066665,0.9945933
1237667228756279603,12464868796396752896,STAR,5065,301,4,41,25.0837894961217,7.14924641589937,3.438718e-05,24.95643,0.01413782,1.084234,0.1614751,24.50778,0.0001064569,1.125276,0.1258203,22.20568,0.1520992,1.042197,0.08704191,20.56654,0.1103031,0.9705566,0.06468146,19.59723,0.063104,0.9392909,0.04811113,0.4842968,2.340881,1.661505,0.985878,TEST,STAR,0.006753844,0.9932461
1237659162276594447,12082185970319118336,STAR,3187,301,3,129,244.842483523264,37.7718871309882,3.273323e-05,24.26369,0.002657788,1.040806,0.08251443,23.28145,0.001484901,1.05775,0.06429468,22.08511,8.083954e-07,0.9274917,0.04447876,20.68846,6.525157e-05,0.829614,0.03305249,20.04292,0.2357099,0.8846348,0.02458498,1.000454,1.21616,1.40807,0.654007,TEST,STAR,0.01599013,0.9840098
1237678583040311887,8597495775843602432,STAR,7709,301,1,58,30.2850555951033,21.8701844550248,2.971254e-05,22.97427,1.634155,1.661608,0.4113575,25.2523,4.500681e-05,1.554844,0.320527,22.29739,0.002804864,1.281043,0.2217391,20.77649,0.06843847,1.225134,0.1647759,19.89939,0.2699905,1.353899,0.122563,-2.187202,3.053701,1.577856,0.919323,TEST,STAR,0.3904874,0.60951257
1237664337172693804,11564337988063481856,STAR,4392,301,2,89,158.824070591064,33.718664200861,0.0001122583,25.62862,0.002637172,1.413412,0.06727048,23.84737,1.547726,1.40778,0.0524167,22.1397,0.8822088,1.290157,0.03626163,20.20083,0.02652248,1.059679,0.02694628,19.05287,0.08161843,1.051252,0.02004308,1.79611,1.723816,1.948189,1.154863,TEST,STAR,0.0055167666,0.9944832
1237678776852545905,12749799262705176576,STAR,7754,301,2,86,325.755085066515,3.28982478642413,4.308882e-05,25.0781,0.000667216,1.455021,0.4583984,24.3027,0.002294859,1.430231,0.357181,21.81361,0.000202821,1.2166,0.2470961,20.59037,0.1814545,1.068728,0.1836189,19.85493,0.3380021,1.180845,0.1365787,0.8766232,2.599173,1.286718,0.7824745,TEST,GALAXY,0.91408116,0.08591878
1237658190535459725,11584456021087899648,STAR,2961,301,1,56,123.410607918608,27.8622264706171,0.0001701712,24.76173,0.02285551,1.478077,0.1445205,23.30736,0.0003243311,1.25079,0.1126094,21.93879,0.0009339339,1.307909,0.07790267,20.8588,7.522786e-05,1.292686,0.05789004,20.00086,4.434451e-05,1.219247,0.04305955,1.486282,1.403282,1.099995,0.8727703,TEST,STAR,0.3628191,0.6371809
1237680529737516686,8613184717091786752,STAR,8162,301,3,108,336.6153460699,26.8935976995277,1.533696e-05,25.54384,6.513224e-05,0.9150329,0.2610796,23.67051,0.7369,0.9094601,0.2034314,22.45068,0.2551227,0.7584503,0.1407329,21.07487,0.08590409,0.5833342,0.1045796,19.85778,0.3971577,0.609884,0.07778805,1.930977,1.282528,1.411961,1.243885,TEST,STAR,0.29026273,0.70973724
1237654627859170505,11580052476179795968,STAR,2131,301,5,42,113.380493298223,29.6975050310924,0.0001780144,24.0861,0.0007404363,1.547733,0.2705361,23.52693,0.01600905,1.539215,0.2107999,22.11194,0.1520974,1.349902,0.1458304,20.78683,0.1367131,1.366755,0.1083676,19.88595,0.3869251,1.514923,0.08060559,0.6189117,1.479954,1.362576,0.9286385,TEST,GALAXY,0.96190125,0.038098726
1237680328416232337,8742711592809156608,STAR,8115,301,4,189,349.364941578586,31.7088857173208,7.69205e-05,24.12568,0.2350657,1.088922,0.3323689,23.30266,0.0006437798,1.080078,0.2589796,21.95204,0.07869068,0.9040618,0.1791609,20.38148,0.04073022,0.831633,0.1331358,19.55674,0.1803924,0.889369,0.09902854,0.8964119,1.430435,1.616585,0.8588562,TEST,STAR,0.00704414,0.9929558
1237680073394815452,6409979721644527616,STAR,8056,301,1,71,20.3699791743918,25.4983561531022,0.0002159349,22.47882,0.3663865,1.243238,0.5274903,21.89453,0.2262267,1.068662,0.4110168,21.78012,0.0007021154,0.9222935,0.2843395,21.89061,6.984666e-05,0.8470913,0.2112948,21.833,1.097346,0.9224192,0.1571645,0.7007656,0.2410851,-0.03743744,0.1117363,TEST,GALAXY,0.9825414,0.017458698
1237657608564834436,12481820791326134272,STAR,2825,301,5,17,112.063023808119,25.5841916369697,0.0001592645,24.33305,0.01826931,1.464982,0.2580884,23.46144,0.1461734,1.433455,0.2011007,21.8901,0.07867783,1.359427,0.1391205,20.43976,0.1814101,1.281428,0.1033815,19.75388,0.2098123,1.282612,0.07689683,0.9285908,1.633324,1.48608,0.712368,TEST,STAR,0.3006013,0.69939876
1237653010819908030,10305445269924499456,STAR,1755,301,1,285,346.361114830245,-1.26332676504375,0.001036663,22.08137,0.4589908,1.413782,0.2064171,21.91377,0.08744195,1.245592,0.1608388,22.23456,0.0002836766,1.060901,0.1112676,22.07895,0.3664392,1.011741,0.08268373,21.32128,0.09610647,1.22684,0.0615015,0.2131748,-0.2712097,0.1841946,0.7788506,TEST,GALAXY,0.98184985,0.018150188
1237664667904967734,5233410461089943552,STAR,4469,301,2,391,173.932549139832,39.0021304320679,1.185468e-05,25.12599,0.002448795,1.386796,0.0982203,23.59669,1.248736,1.239075,0.07653259,22.05185,0.0005036861,1.152254,0.05294489,19.68706,0.08017163,1.041249,0.03934373,18.2414,0.05086315,1.011294,0.02926451,1.550991,1.56842,2.378399,1.455738,TEST,STAR,0.005405013,0.994595
1237662336255984531,12291521989215277056,STAR,3926,301,3,107,241.62495705687,30.6501012891905,8.936093e-05,25.0322,1.343127e-05,1.16615,0.1309004,23.31429,0.005317584,1.211794,0.1019967,22.15201,1.934273e-05,1.067671,0.07056087,20.76794,0.2336475,0.9242319,0.05243429,20.15641,0.1377044,0.931344,0.03900148,1.746822,1.193708,1.402197,0.6249695,TEST,STAR,0.36979514,0.63020486
1237660562968478211,12513286065937993728,STAR,3513,301,4,63,120.111726221656,25.2929348807725,4.304522e-05,23.7139,1.368867,1.077822,0.1495189,23.4273,0.0002058569,1.15636,0.1165041,21.9572,0.1484207,0.9149929,0.08059699,20.70014,0.08984868,0.8142922,0.0598922,19.92697,0.174007,0.9652355,0.04454879,0.3196144,1.506008,1.277763,0.7885113,TEST,STAR,0.05604719,0.94395274
1237658919069352686,9249341264637480960,STAR,3130,301,6,57,195.410821517568,55.7613565449162,0.0001881327,26.4571,0.0004254399,1.762196,0.07890372,23.44308,1.440268,1.336934,0.06148125,22.61846,0.0002531604,1.309102,0.04253244,20.88222,0.1017867,1.373582,0.03160616,19.96193,0.1790289,1.273727,0.02350918,3.031443,0.8435688,1.747162,0.9283943,TEST,STAR,0.39104092,0.608959
1237680310699098329,8697681095955861504,STAR,8111,301,3,183,18.1578062438558,31.5293520655135,1.156244e-05,23.96383,0.4558583,1.228162,0.2206675,24.56438,0.1892656,1.224445,0.1719427,22.13817,0.0007704333,0.974077,0.1189491,20.6473,0.08032177,0.8474438,0.08839195,19.72161,0.0005199308,0.9373264,0.06574737,-0.5518303,2.479202,1.521425,0.9483414,TEST,STAR,0.006482534,0.9935175
1237660958643913785,12520216563830509568,STAR,3605,301,5,87,121.571978679889,25.0767447503706,1.021503e-06,25.12386,0.03446603,1.45982,0.1634431,23.23594,2.43357,1.383098,0.1273537,21.98801,0.03507183,1.311062,0.08810272,20.43365,0.0584967,1.175313,0.06546976,19.52701,0.1100185,1.253382,0.04869748,1.924007,1.287186,1.576998,0.9234047,TEST,STAR,0.0058141057,0.9941859
1237672838521356627,13008690821360537600,STAR,6371,301,5,55,353.997790760874,10.8586992755014,3.787912e-05,23.8633,0.4617253,1.69323,0.3297839,23.56334,0.1518293,1.523853,0.2569654,22.02488,0.1412252,1.30282,0.1777675,20.60264,0.09809799,1.259627,0.1321003,19.7004,0.01128448,1.307279,0.09825833,0.3727818,1.617655,1.467907,0.9360867,TEST,STAR,0.4466815,0.5533185
1237664880491692926,11519320952895983616,STAR,4518,301,6,175,154.14493842973,34.5943360053514,4.844904e-05,25.69096,0.05079747,1.325547,0.06312356,23.90451,1.352265,1.181605,0.04918545,22.30472,0.4786331,1.117618,0.03402627,20.94303,0.1172802,1.07984,0.02528516,19.69737,0.1171784,1.112371,0.01880752,1.800383,1.614948,1.370434,1.252132,TEST,GALAXY,0.67773676,0.3222632
1237667113868001662,13145080017229991936,STAR,5038,301,6,73,136.253492462267,23.71273412518,2.269697e-05,24.3676,0.1880069,1.173405,0.1263237,23.35532,0.3158945,1.11834,0.09843059,22.09047,0.0007862587,1.116169,0.06809382,20.38276,0.0006361887,1.085232,0.05060101,19.72589,0.1066312,1.099077,0.03763785,1.040169,1.295195,1.725203,0.6698303,TEST,STAR,0.0059492667,0.9940507
1237657627897300116,12004524713777057792,STAR,2830,301,1,95,124.090121066609,30.8795159200465,0.0001088718,24.18042,0.03064453,1.317485,0.1719907,23.94222,0.0786133,1.137537,0.134014,21.91824,0.1052886,1.029549,0.09271024,20.56322,0.04359993,0.95947,0.06889364,19.96475,0.1639215,0.9664485,0.05124421,0.2761726,2.06529,1.37883,0.6161213,TEST,STAR,0.2003404,0.79965955
1237678777923929427,12739829441137758208,STAR,7754,301,4,50,320.382070715821,3.9365443774707,2.403209e-05,25.19854,0.01113781,1.376192,0.3430953,23.73857,0.001715679,1.258818,0.2673375,21.87693,0.005718597,1.04236,0.1849429,20.65108,8.473938e-05,1.052259,0.1374324,19.82423,0.2147622,1.072249,0.1022244,1.535725,1.944042,1.273359,0.8620548,TEST,STAR,0.1833793,0.8166207
1237664817672945689,11556412977508012032,STAR,4504,301,1,101,171.899418256827,35.8588714092124,5.707616e-05,24.93275,0.04228215,1.609458,0.1021821,24.4471,0.02817563,1.471736,0.07961963,22.27324,0.1432637,1.340621,0.05508049,20.8019,0.123263,1.18242,0.04093071,19.7707,0.07352727,1.223055,0.03044493,0.508213,2.198395,1.485493,1.041689,TEST,STAR,0.12100796,0.8789921
1237665127996064562,12815195741447540736,STAR,4576,301,3,280,155.374493073005,30.8985680695876,0.0001970513,23.2142,1.369166,1.211115,0.1252228,23.44263,0.1790466,1.132616,0.09757272,22.02732,0.07866614,1.048801,0.06750036,20.48976,0.08006951,0.9771988,0.05016,19.5341,0.09203028,0.9097233,0.03730983,-0.2007828,1.445381,1.554901,0.9685135,TEST,STAR,0.0060070003,0.993993
1237680076082446914,6414453079635415040,STAR,8056,301,6,121,29.0150683594591,26.3264787608478,0.001737264,22.34518,0.1117223,1.220184,0.3503856,21.93698,0.05217974,1.106177,0.2730181,22.19372,0.1577195,1.180989,0.1888726,22.25891,2.166921,1.135546,0.1403526,21.62445,0.0008011745,1.120999,0.1043966,0.4855728,-0.1725941,-0.01667023,0.6704102,TEST,GALAXY,0.82432735,0.17567265
1237668296601501956,6600110567482216448,STAR,5314,301,1,178,204.245974227823,17.8689445991383,0.0002369281,24.94545,0.0001466818,1.306203,0.09695457,21.9724,0.152177,1.185286,0.07554634,22.16988,0.02831371,0.9293447,0.05226261,22.29809,0.001257061,0.8597158,0.03883672,21.96729,0.4640124,0.9580348,0.02888738,2.994459,-0.1742001,-0.1147804,0.3407459,TEST,STAR,0.13919774,0.8608023
1237663783126303475,8856441209763418112,STAR,4263,301,2,156,6.07237258786192,-0.723116821566644,6.617208e-05,25.40866,4.908496e-06,1.15762,0.1062569,23.27519,0.2433569,1.011431,0.08279468,22.19901,0.02532743,0.7914791,0.05727698,20.6069,0.0001023029,0.7294932,0.04256293,19.49453,0.08962917,0.8522866,0.031659,2.156939,1.101696,1.606819,1.12328,TEST,STAR,0.005653659,0.9943463
1237664877799867146,6505648229753049088,STAR,4518,301,1,61,136.83131173544,25.9613675826546,0.000147841,25.7664,0.0008067147,1.575667,0.1576501,24.10387,0.2360713,1.267847,0.1228399,22.38415,0.001245746,1.30424,0.08498009,20.13886,1.702149e-05,1.225731,0.06314931,18.42603,0.04625295,1.15206,0.04697149,1.697336,1.757584,2.267118,1.729004,TEST,STAR,0.0054120235,0.994588
1237668298747347345,6603506684391608320,STAR,5314,301,5,153,200.487052490744,19.9468609576372,0.000700959,23.29415,0.9876251,1.102603,0.08674166,21.77792,0.1287365,1.049028,0.06758852,21.96814,0.117675,1.078829,0.04675742,22.0894,0.1661451,0.9801011,0.03474578,21.9437,0.5686032,0.9346908,0.02584447,1.535381,-0.1693916,-0.1092472,0.1545982,TEST,STAR,0.006037604,0.99396235
1237662224600138583,9957481440659918848,STAR,3900,301,3,310,172.57459321196,39.0083928725442,1.900795e-05,23.8168,0.0008371922,1.524737,0.1070752,23.66307,1.525387,1.384193,0.08343229,22.2075,0.001261271,1.381219,0.05771808,20.64466,0.1205282,1.105432,0.04289072,19.7485,0.1962333,1.183117,0.03190281,0.177372,1.481285,1.577671,0.9071465,TEST,STAR,0.023367556,0.9766325
1237651250943427417,9335083366872272896,STAR,1345,301,3,77,119.679576641933,41.687915316108,0.0001491284,25.34747,1.137515,1.375322,0.1708087,23.32908,0.886673,1.529578,0.133093,22.24143,0.3662881,1.322785,0.09207311,20.82921,0.00624153,1.271287,0.06842018,19.71583,0.2360157,1.253235,0.05089205,2.056108,1.128668,1.435869,1.130911,TEST,STAR,0.14659904,0.85340095
1237657609103213694,11580093707865837568,STAR,2825,301,6,40,113.948055982365,28.6933144075476,1.481935e-05,25.19569,0.000648574,1.492241,0.1823466,23.41986,2.443493,1.412742,0.1420832,22.11246,0.1685242,1.323287,0.09829252,20.45183,0.0181606,1.426115,0.07304188,19.46433,0.6389361,1.391563,0.05432974,1.816093,1.351189,1.685879,1.006216,TEST,STAR,0.07093019,0.9290699
1237665532258354262,4427274368490688512,STAR,4670,301,4,257,236.669997907996,18.3303478732642,2.679033e-05,24.09929,0.1894336,1.247424,0.1392923,23.43,0.457067,1.162807,0.1085356,22.46314,0.09199196,1.004975,0.07508443,20.59383,0.2283121,0.9841009,0.05579578,20.21805,0.3062379,1.099588,0.04150181,0.7000523,1.000307,1.888597,0.3900776,TEST,GALAXY,0.98692036,0.013079633
1237673706651844830,9333876102651990016,STAR,6573,301,6,211,114.674534582816,41.9982202805163,0.0001383099,24.72593,0.0008364644,1.328657,0.187079,23.64644,0.9822486,1.199399,0.1457707,22.01997,0.2236695,0.8837,0.1008435,20.71732,0.1894857,0.8351234,0.07493751,19.80643,0.07868059,1.036451,0.05573975,1.120798,1.671398,1.328556,0.9300861,TEST,STAR,0.49712378,0.5028763
1237660763233911466,9966646145374769152,STAR,3560,301,1,255,146.805811897593,36.9460508035852,0.0002009814,24.43628,2.126083,1.436384,0.05435162,23.13812,0.1548325,1.481809,0.04235041,22.03529,0.04288349,1.15119,0.02929782,20.64438,0.06307951,1.03885,0.02177142,19.74481,0.3838578,1.290727,0.01619394,1.31016,1.115891,1.398432,0.9051476,TEST,STAR,0.122104816,0.8778952
1237667210506077288,5062298961853042688,STAR,5061,301,2,93,128.184151862401,16.6325112606806,0.0002026165,24.09701,0.0008360188,1.227396,0.1239759,23.6706,0.2940226,1.093445,0.09660117,22.18931,0.2493684,0.9401702,0.06682824,20.75053,0.00170112,0.8906197,0.04966055,19.94724,0.1080832,0.9681046,0.03693832,0.4537868,1.511063,1.45595,0.8160095,TEST,STAR,0.08711056,0.9128895
1237667444577468829,7211426942880600064,STAR,5115,301,6,27,174.050355709868,28.1845317962344,0.001037126,23.39857,0.002371246,1.441642,0.09915054,21.91794,0.3195947,1.436589,0.07725743,21.96273,0.1521347,1.088024,0.05344633,21.82618,0.3433758,1.047966,0.03971635,21.26326,0.2941583,1.190972,0.02954167,1.502529,-0.02097702,0.1502781,0.5730896,TEST,GALAXY,0.9499165,0.050083555
1237665127987348238,6503338150487937024,STAR,4576,301,3,147,134.368340552483,23.5980752620746,3.113844e-05,24.80202,0.02492027,1.158402,0.1260528,24.1308,0.3667457,1.22421,0.09821946,22.43404,0.0001693052,1.185162,0.06794777,19.57775,4.940292e-05,0.9019278,0.05049248,17.92013,0.0001498729,1.003419,0.03755713,0.6990604,1.72703,2.873739,1.670561,TEST,STAR,0.0054048486,0.9945951
1237666275272818742,8642498792472727552,STAR,4843,301,4,30,14.1922933918201,24.9235753084516,2.418041e-05,24.97335,0.001545677,1.288382,0.21225,23.18861,0.006785862,1.276436,0.1653838,22.31824,0.0004536153,1.029014,0.1144117,20.81429,5.759035e-05,1.012003,0.08502016,19.91392,0.1878826,1.055361,0.06323938,1.831604,0.9213505,1.533342,0.9221478,TEST,STAR,0.007974585,0.99202543
1237680331629659793,8605469989175316480,STAR,8116,301,2,70,333.395761333063,25.4059552365648,0.0001556765,25.26335,0.0002661298,0.9854356,0.3687761,23.27133,0.7733585,0.928471,0.2873478,21.99768,0.00071665,0.7650306,0.1987859,20.57858,5.716801e-06,0.590823,0.1477192,19.75058,1.067186e-05,0.7792572,0.109876,2.073442,1.362217,1.470165,0.8658428,TEST,STAR,0.0059964065,0.9940036
1237680332174853071,8669697972890783744,STAR,8116,301,3,197,354.300882095409,29.2400795906969,1.159752e-05,24.6057,0.0001946394,1.078646,0.8191848,23.10863,0.0009754436,1.098286,0.6383032,21.90977,0.3043044,1.035084,0.4415752,20.29689,0.0003339505,0.8808664,0.3281377,19.46109,0.1201312,0.8586199,0.2440742,1.67795,1.39559,1.726313,0.9198685,TEST,STAR,0.006691399,0.99330854
1237678598071779737,10313405727969136640,STAR,7712,301,5,44,317.179109092123,2.50035461523225,0.0002131852,23.38469,0.8792878,1.214844,0.4240908,23.11287,0.5523282,1.313378,0.3304487,21.94608,0.1427919,1.154449,0.2286029,20.61758,0.1395287,0.9802166,0.1698764,19.8461,0.2434198,1.156795,0.1263569,0.3654633,1.268633,1.387232,0.8149967,TEST,GALAXY,0.95200485,0.047995105
1237667430089360326,2564831935884978176,STAR,5112,301,3,140,130.624135562655,16.782811165596,1.296312e-05,23.52076,0.1218195,1.077469,0.08775406,23.67719,0.2838715,1.044672,0.06837737,22.06635,0.1087429,0.9194499,0.04730314,19.39051,0.04985957,0.7935438,0.03515131,18.03119,0.0005878025,0.8162778,0.02614611,-0.1370525,1.63192,2.687984,1.368324,TEST,STAR,0.005410815,0.9945892
1237664093978035146,12808441715959812096,STAR,4335,301,5,209,141.267615072889,31.8904697856738,3.773021e-05,25.32273,0.0004589924,1.320931,0.08043164,23.20585,0.5410922,1.347208,0.06267179,22.06105,0.4031084,1.097111,0.04335605,20.58842,0.06225924,1.075304,0.0322182,19.65165,0.0086355,1.133425,0.02396442,2.134634,1.164112,1.483776,0.9450245,TEST,STAR,0.012702683,0.9872973
1237664869746410258,11528197034902573056,STAR,4516,301,2,55,132.184085347694,34.049365684656,0.000227584,24.04412,0.6872349,1.38131,0.1248115,23.38755,0.001515185,1.108273,0.09725231,21.99867,0.4630542,1.083618,0.0672787,20.59712,0.03578312,0.9645117,0.04999528,19.74649,0.1173245,1.063317,0.03718731,0.6841259,1.418854,1.418837,0.8634357,TEST,STAR,0.03911386,0.9608861
1237669766012863361,12455910525359116288,STAR,5656,301,2,112,14.5050595634398,6.56545440756258,1.418668e-05,23.59522,1.368807,1.146313,0.2278834,23.68656,0.3877665,1.108821,0.1775652,22.26778,2.470952e-06,0.9552615,0.1228388,20.38514,0.07331437,0.8918322,0.0912824,19.38686,0.2136216,0.9133023,0.06789733,-0.04101753,1.473505,1.914196,1.021658,TEST,STAR,0.005611037,0.994389
1237680302636664441,8530031940698656768,STAR,8109,301,4,40,328.978775168241,22.8520177247069,9.890466e-05,25.20608,0.1916476,1.379442,0.3273984,23.74255,0.4959209,1.387002,0.2551066,22.03112,0.7440455,1.134471,0.1764815,20.92159,0.2567394,1.072434,0.1311447,19.67057,0.8643641,1.056178,0.09754757,1.535826,1.790054,1.154863,1.28462,TEST,GALAXY,0.99468213,0.0053178216
1237661358609531603,9409316357517103104,STAR,3698,301,6,38,156.535289537194,44.878622188816,0.0002311816,25.92239,0.001969106,1.692335,0.06397787,23.32106,0.293569,1.452097,0.04985113,22.20181,0.0006282104,1.224321,0.03448678,20.48798,0.0003564389,1.316108,0.02562737,19.50853,0.1280751,1.400769,0.01906206,2.615459,1.134613,1.722689,0.986021,TEST,STAR,0.006259376,0.9937406
1237663547435581601,9351998254223740928,STAR,4208,301,3,89,117.390695872978,46.1777501343996,6.966239e-05,24.42858,1.50592,1.509653,0.3028277,24.15024,0.1651608,1.255342,0.2359613,21.84702,0.08693711,1.123305,0.1632369,20.50412,0.05910913,1.084659,0.1213025,19.70991,0.221849,1.005119,0.09022678,0.3452091,2.375942,1.384838,0.8252773,TEST,STAR,0.14068998,0.85931
1237662224073425818,9958629892886384640,STAR,3900,301,2,465,202.211586939461,37.90301599382,6.560698e-06,26.29203,0.04093757,1.259411,0.03858252,23.90919,0.3663283,1.118912,0.03006324,22.0353,0.6505854,1.220461,0.02079761,20.60804,0.1050801,0.8931563,0.01545485,19.5926,0.1971737,0.9256967,0.01149557,2.391357,1.88315,1.432602,1.0194,TEST,STAR,0.09334621,0.90665376
1237662635839521963,5511453312841699328,STAR,3996,301,1,253,241.905224483767,7.41281553842151,2.3051e-05,25.93275,0.04225247,1.181495,0.184221,24.61021,0.7081003,1.094352,0.1435438,22.49007,0.2350589,0.887628,0.0993029,19.55818,0.05081017,0.9101079,0.0737927,17.93736,0.02015525,1.006308,0.05488821,1.363216,2.164383,2.957403,1.639727,TEST,STAR,0.0054062363,0.9945938
1237661966357299470,9439781340017086464,STAR,3840,301,2,189,187.762467511087,41.6300668547918,7.369938e-06,26.19495,0.02901044,1.358101,0.09234678,23.37237,0.563718,1.17329,0.07195599,22.0588,0.03340188,1.270206,0.04977882,20.36483,1.218537e-05,1.032978,0.036991,19.45505,0.2837863,1.006177,0.0275145,2.842966,1.335754,1.706751,0.9192581,TEST,STAR,0.0057456684,0.9942543
1237663278466466471,4750322157124603904,STAR,4145,301,6,138,4.12085907714246,1.00780864453372,0.0002218297,23.84968,1.705723,1.141635,0.1194103,23.74881,0.006148453,1.384256,0.09304372,22.10811,0.4252707,1.211188,0.06436721,19.57348,0.1011954,1.278337,0.04783174,18.29793,0.001836596,1.371089,0.03557803,0.1272335,1.669382,2.551161,1.287806,TEST,STAR,0.0054028523,0.9945971
1237680474975764787,8678495159519039488,STAR,8149,301,5,94,332.335806517358,29.0180855229694,2.640142e-05,23.80491,0.01764245,1.691433,0.3620996,23.81501,0.9536893,1.546939,0.2821456,22.17353,0.3011278,1.561437,0.195187,20.95543,0.1802967,1.350232,0.1450448,19.82562,0.09800407,1.324364,0.1078867,0.06985283,1.728432,1.268244,1.166971,TEST,GALAXY,0.97047865,0.029521277
1237659162811696185,12083329187634761728,STAR,3187,301,4,102,241.542750536159,40.95364649411,4.658974e-05,25.45916,0.1260189,1.064686,0.03185402,23.97715,0.005571734,1.144752,0.02482044,22.09333,0.1639774,1.046162,0.01717067,20.92473,0.103305,0.9199678,0.01275964,19.90382,0.2663092,0.9753475,0.009490832,1.489044,1.891468,1.173006,1.024181,TEST,STAR,0.26027447,0.73972553
1237680503966205041,8679668888215244800,STAR,8156,301,3,85,333.686517104244,30.6784359424,1.749407e-05,22.81572,0.003391925,1.387419,0.376763,22.86738,0.08274332,1.353131,0.2935712,22.04622,0.0004919367,1.067499,0.2030912,20.78952,0.0004314895,1.170283,0.1509185,19.73116,0.1596467,1.196284,0.1122556,0.03153229,0.9116459,1.308863,1.097025,TEST,STAR,0.45604014,0.54395986
1237664336636216030,11564372072923942912,STAR,4392,301,1,95,159.975394867022,33.5781111015816,0.0001952472,24.20437,0.2353871,1.688315,0.08392651,24.46639,0.02719283,1.700098,0.06539497,22.28658,0.3165013,1.341181,0.04523994,20.50919,1.909364e-05,1.318523,0.03361812,19.58988,0.1306681,1.409216,0.02500571,-0.2434902,2.199972,1.789009,0.9279251,TEST,STAR,0.010043271,0.9899567
1237667443512377869,6748798625357516800,STAR,5115,301,4,159,196.374236568699,27.2656074690853,0.0006367104,22.50598,0.01619354,1.217778,0.04727006,21.72209,0.1712476,1.135296,0.03683251,22.05631,0.0387482,1.033331,0.02548056,21.91827,0.07868277,0.8968482,0.01893478,21.57485,0.1460764,1.001562,0.014084,0.7943287,-0.3228683,0.1445847,0.3482723,TEST,STAR,0.20759071,0.7924093
1237674365921330470,10530801169663807488,STAR,6727,301,2,89,124.180448407726,34.1895636199218,4.392902e-05,25.28319,0.006836466,1.209353,0.2357894,23.47346,0.1651502,1.082992,0.1837255,21.95077,0.2359757,1.122005,0.1271005,20.45558,0.03778183,0.9342831,0.09444926,19.51689,0.08140476,0.8806155,0.0702529,1.861803,1.579313,1.527834,0.9628868,TEST,STAR,0.007236312,0.9927637
1237678598074073188,10315727353213636608,STAR,7712,301,5,79,322.441162803357,2.62200220265003,1.62169e-05,24.73009,0.00260061,1.571457,0.2429995,24.39584,0.02329837,1.497549,0.1893435,22.16489,0.09910409,1.266606,0.130987,20.59159,0.0001868764,1.206698,0.09733737,19.89132,0.1522061,1.331181,0.07240111,0.3878994,2.289312,1.606949,0.7252045,TEST,GALAXY,0.53585935,0.46414062
